ClientID,Recency,Frequency,Monetary_Q,Monetary_A
client7881,50,2,13,2272
client30954,54,1,14,6142
client6420,54,1,9,2737
client33501,54,1,1,2999
client16962,33,2,30,3283
client16922,11,4,14,5768
client25656,9,2,5,8716
client24614,53,1,15,1385
client21449,29,4,117,42543
client21766,53,1,1,369
client6504,39,2,55,28154
client18866,53,1,5,295
client30406,35,2,23,11207
client14239,13,5,8,2673
client12608,53,1,33,6747
client26835,47,2,8,3528
client4959,53,1,11,2269
client24442,29,5,15,8237
client38689,7,13,164,28818
client32000,52,2,20,17922
client29316,11,4,121,34465
client34119,47,2,3,537
client28171,5,9,36,10479
client37152,51,3,25,5546
client18895,53,1,3,109
client1290,4,8,59,17120
client24545,22,2,4,19566
client39993,53,1,12,6420
client7940,53,1,7,4844
client24475,53,1,2,15490
client31338,53,1,1,229
client41184,53,1,11,1469
client31478,53,1,1,2799
client8622,53,1,1,608
client16804,53,1,4,3278
client5914,53,1,5,22507
client40680,53,1,7,2713
client42529,53,1,5,1881
client32626,53,1,2,38
client2274,47,2,4,3170
client21843,53,1,1,2599
client27384,53,1,2,3039
client28097,53,1,27,11123
client21322,4,2,29,1546
client28576,53,1,4,2396
client30217,53,1,5,1091
client32794,53,1,1,4999
client31296,53,1,10,928
client27819,39,2,12,4454
client15697,53,1,12,744
client997,53,1,6,1085
client28998,21,7,100,41689
client21594,53,1,8,2762
client24600,18,3,18,1983
client19589,53,1,4,4029
client38144,53,1,3,2726
client190,5,11,111,61622
client20931,5,6,138,24079
client4401,40,3,28,5977
client14918,45,3,86,13428
client36035,52,1,1,109
client25814,52,1,24,16018
client4554,52,1,2,2977
client9227,52,1,1,1199
client17138,33,2,8,9029
client21788,4,5,60,42418
client34593,52,1,9,1451
client30614,39,2,12,958
client28677,52,1,23,2417
client4389,37,3,7,6942
client23041,52,1,8,3646
client33986,12,6,35,46085
client6593,45,3,15,5045
client37418,7,3,25,6951
client5499,52,1,7,1055
client38445,52,1,8,238
client25025,5,2,2,424
client6006,52,1,6,1714
client41471,45,2,24,26510
client1692,52,1,4,748
client38965,8,3,17,4759
client29356,52,1,1,599
client39010,38,2,20,1240
client18193,34,4,7,2493
client7510,52,1,8,892
client29955,52,1,1,1999
client7082,52,1,11,1145
client13368,52,1,1,2478
client37835,35,4,9,1880
client38861,48,2,15,5321
client39343,17,6,61,14290
client6596,31,3,44,11675
client40422,48,3,296,36926
client5699,51,1,5,1795
client30801,22,3,14,3626
client14589,6,4,28,17785
client5963,19,9,202,29406
client21614,51,1,12,2654
client41176,3,4,49,38576
client12201,51,1,1,759
client2894,51,1,3,4587
client28429,41,2,7,2365
client8712,51,1,8,1578
client30637,51,1,6,1994
client17584,51,1,1,279
client35315,51,1,13,4011
client26946,6,4,54,48295
client38014,1,17,310,29775
client22021,7,4,14,16570
client17111,5,5,27,4270
client3841,22,4,33,9984
client24810,41,3,85,18949
client37773,51,1,11,2269
client5213,51,1,4,1596
client31982,51,1,1,299
client31904,51,1,2,968
client9611,12,5,38,15388
client33205,13,5,18,1544
client12423,2,7,26,4764
client21293,17,4,22,14198
client27250,51,1,1,139
client37333,51,1,3,257
client1747,51,1,3,1317
client8029,15,6,47,5971
client33034,51,1,2,110
client6614,39,2,3,8027
client33177,45,2,5,313
client36790,4,3,20,2850
client35408,23,3,32,26634
client11077,51,1,1,18990
client15211,40,2,6,1484
client30377,51,1,28,27996
client16566,35,2,101,33799
client30472,23,5,40,44089
client21879,50,1,3,1130
client17470,15,3,25,3354
client10039,19,2,19,1305
client20550,50,1,3,297
client33104,2,5,73,22221
client39028,2,5,35,7360
client10996,50,1,1,4999
client3598,15,10,55,24382
client17514,50,1,12,14595
client26692,12,5,16,20071
client15246,50,1,2,1198
client20127,47,3,45,21593
client21477,19,9,67,29330
client16639,44,2,2,3698
client37443,50,1,10,4650
client40097,46,2,2,2998
client25459,50,1,1,135
client13642,33,2,10,4687
client13428,50,1,2,5199
client4975,10,5,15,2678
client18017,4,9,56,9175
client32501,8,2,13,1699
client26846,50,1,1,1395
client7628,29,2,10,2660
client31124,39,4,68,32604
client5363,50,1,5,571
client8880,34,2,7,7917
client17117,26,3,13,16244
client14707,46,2,9,1861
client6139,50,1,10,3792
client29931,46,3,56,11442
client35438,50,1,1,2299
client14692,50,1,1,9499
client8840,49,2,2,19989
client13182,34,3,5,391
client21849,50,1,12,892
client2709,49,1,7,3067
client6126,49,1,4,6686
client19736,45,4,34,8197
client7876,6,10,51,11506
client7802,27,3,12,3793
client31540,49,1,11,669
client5580,15,8,21,3749
client25074,49,1,8,1990
client24162,9,2,14,1298
client8482,16,2,4,452
client36093,49,1,3,377
client35962,35,6,48,15776
client29601,49,1,2,558
client627,46,2,19,3989
client32698,24,3,16,2530
client36793,30,2,5,1305
client12588,49,1,4,2434
client37519,49,1,1,1499
client42413,22,4,28,11098
client31755,49,1,3,9577
client41680,30,7,70,6801
client42543,44,3,42,7311
client34950,49,1,1,999
client16669,49,1,2,968
client24876,49,1,1,3499
client960,36,2,8,13892
client12319,49,1,2,268
client7834,49,1,1,135
client40723,49,1,6,534
client79,10,3,7,1253
client35416,49,1,4,656
client39627,49,1,13,908
client20389,49,1,5,805
client36348,34,2,35,6018
client41702,47,2,7,12198
client13268,13,3,28,1566
client29144,2,8,122,53992
client12245,3,9,71,15880
client12959,9,6,26,11299
client30925,49,1,20,7659
client35657,49,1,10,20663
client4045,2,14,212,30464
client20693,49,1,6,1706
client31127,28,5,51,13976
client23779,1,26,245,70033
client35381,48,1,4,1019
client28155,48,1,1,4999
client3724,48,1,3,1065
client41904,9,6,48,10607
client15349,48,1,7,2052
client21290,48,1,3,3597
client19902,32,5,15,3473
client9269,48,1,15,2525
client39825,48,1,1,2799
client4525,48,1,2,8498
client28838,48,1,11,449
client41944,48,1,1,369
client41483,21,3,6,4404
client13445,48,1,8,1900
client5905,5,4,14,5387
client10094,48,1,3,1797
client7369,48,1,8,5522
client11543,6,2,8,6797
client15431,43,2,32,6880
client15838,48,1,15,1047
client28712,48,1,1,329
client21778,48,1,1,1199
client24409,48,1,23,6237
client25524,11,2,9,1120
client24399,26,2,7,2343
client20453,41,2,4,182
client42578,48,1,1,3299
client15193,38,2,7,4379
client10507,5,2,35,35834
client19858,48,1,2,94
client28872,15,4,18,4746
client13574,5,4,38,9065
client11946,6,3,89,8205
client33174,48,1,1,2999
client36019,48,1,1,6999
client41704,37,2,14,2906
client25311,47,1,8,1059
client35135,47,1,2,504
client19664,47,1,10,4608
client33954,37,2,17,2231
client11633,3,15,179,61824
client611,8,5,25,18837
client20955,43,2,80,10792
client23746,40,2,15,4033
client32055,47,1,6,302
client35444,47,1,2,2264
client26970,47,1,1,1999
client31211,47,1,30,3107
client32580,47,1,3,1547
client15071,25,2,13,1692
client42006,34,2,2,618
client24864,47,1,4,622
client1710,47,1,1,2499
client8176,47,1,5,1105
client40767,1,6,42,3746
client29487,47,1,65,12153
client27316,47,1,8,1972
client20267,31,2,9,3805
client23918,47,1,8,1088
client11106,47,1,1,465
client11950,12,2,6,950
client24375,22,4,48,13329
client16518,5,5,93,53313
client24807,47,1,2,6548
client21704,47,1,7,3493
client41279,19,4,32,35434
client6683,47,1,1,479
client36797,35,3,7,4935
client33516,47,1,1,59
client509,46,2,3,10997
client24440,47,1,2,118
client34147,47,1,14,1163
client17083,47,1,10,1224
client36773,13,4,13,4123
client19543,47,1,11,1831
client42731,19,2,7,3342
client20210,18,2,3,3627
client21266,24,2,34,1042
client41120,47,1,1,11990
client32738,47,1,4,2100
client37143,47,1,14,7674
client36867,25,2,2,9698
client19174,5,12,140,24494
client11181,24,4,18,7639
client29127,21,5,42,7962
client32414,47,1,13,909
client6222,32,2,7,1923
client20531,6,4,26,3890
client23385,46,1,16,1182
client30503,38,2,10,1560
client17644,46,1,21,15948
client8877,46,1,9,1551
client13752,5,3,14,2856
client29674,46,1,3,1112
client30158,46,1,12,808
client8647,46,1,6,347
client31586,46,1,30,3496
client26578,34,2,2,6158
client40440,2,5,48,32389
client22558,46,1,19,1975
client5099,46,1,2,3949
client34936,46,1,14,3476
client70,18,2,36,1612
client16067,46,1,5,2453
client37563,38,5,16,2869
client6100,46,1,11,1333
client20092,46,1,2,5748
client32506,46,1,2,1188
client35960,46,1,2,2048
client21813,46,1,6,1984
client23097,46,1,3,257
client14054,46,1,2,4588
client4002,46,1,2,968
client1889,36,2,6,3554
client33383,43,2,19,6225
client248,46,1,1,149
client36239,33,2,14,746
client27175,46,1,1,2499
client22448,46,1,7,2385
client30413,26,4,101,18913
client38214,46,1,3,377
client38241,41,3,11,2155
client4850,2,4,26,7479
client20795,30,2,10,10170
client19968,46,1,1,1399
client3594,46,1,1,81
client13068,25,4,13,13694
client29634,46,1,16,4584
client19431,5,5,9,8823
client29895,7,6,22,8818
client23049,12,6,42,13806
client20724,5,3,10,4815
client18491,4,2,19,1829
client32776,46,1,15,2157
client10394,46,1,89,61224
client19782,4,4,43,5741
client19632,45,1,1,159
client16162,45,1,2,3298
client19432,45,1,9,3223
client2450,45,1,1,199
client12905,41,3,23,10507
client17246,45,1,14,1150
client18939,45,1,1,775
client33644,45,1,3,1277
client23597,45,1,2,5048
client14148,18,3,9,8445
client35621,45,1,4,1668
client17675,45,1,4,462
client31271,15,3,10,2128
client21977,45,1,29,1691
client30350,3,2,2,3354
client18198,41,2,21,3465
client19536,45,1,4,536
client25604,21,2,6,4622
client12203,22,2,7,2763
client30558,7,2,13,2399
client1801,45,1,2,168
client7047,45,1,12,10158
client14835,45,1,3,1897
client17508,45,1,4,732
client1645,45,1,6,4354
client3400,10,11,191,28562
client521,45,1,39,50239
client29969,33,4,103,41069
client19219,45,1,4,1072
client7345,26,2,4,27534
client2995,45,1,11,11945
client36880,40,2,30,24759
client19777,5,4,121,61800
client10159,45,1,3,1319
client35145,44,1,2,7589
client8502,44,1,4,220
client26701,44,1,1,2399
client21387,1,8,81,9664
client18943,44,1,25,6545
client26515,44,1,11,1176
client37103,44,1,1,1499
client28948,44,1,3,547
client31133,44,1,1,2699
client34871,25,5,30,7560
client40230,44,1,3,267
client36195,41,2,14,2622
client9930,44,1,10,1810
client29880,12,3,9,9110
client19155,44,1,4,1994
client16605,44,1,4,1996
client40474,44,1,4,479
client9122,44,1,4,1576
client35460,44,1,3,357
client28736,44,1,4,328
client12583,36,4,12,12609
client8562,44,1,14,2122
client27004,44,1,5,1575
client30027,37,3,90,7936
client18298,44,1,2,494
client30451,44,1,6,1078
client16666,44,1,1,599
client32582,44,1,8,6888
client19932,44,1,11,2605
client12765,44,1,5,1615
client38009,41,2,5,1535
client36946,44,1,12,1353
client7596,27,2,8,13683
client37042,44,1,1,29
client1402,44,1,3,289
client13087,18,3,26,3954
client32256,15,3,8,3364
client7280,44,1,4,34696
client39746,44,1,2,368
client31972,44,1,9,3337
client32731,41,2,33,13322
client16350,44,1,8,2995
client29845,44,1,11,777
client12029,44,1,8,7619
client1642,44,1,30,7156
client22215,22,13,139,38738
client22396,38,3,23,10089
client34020,41,2,10,2430
client39676,41,2,7,6431
client1725,27,3,62,6040
client6544,44,1,33,17471
client19322,4,5,74,8972
client35491,1,15,77,22652
client33570,33,5,88,25557
client33047,2,8,71,14392
client23559,43,1,1,3299
client23635,43,1,3,3597
client39094,43,1,8,755
client37126,43,1,3,3159
client11268,43,1,2,5854
client26060,21,2,25,3864
client7272,43,1,2,2498
client9165,41,2,5,27646
client23351,41,2,3,1107
client22355,27,2,20,11373
client11058,43,1,9,1651
client25770,29,4,48,7566
client21540,32,2,28,11256
client16519,43,1,1,4999
client33416,42,2,34,16316
client29271,43,1,5,1433
client40778,36,2,4,2836
client1375,43,1,2,208
client40391,42,2,8,777
client30576,43,1,2,354
client16443,43,1,2,1558
client35702,43,1,2,3098
client23247,43,1,6,9467
client6181,16,3,11,2345
client16614,17,2,6,1134
client28554,43,1,2,2998
client36350,43,1,6,4258
client23824,43,1,2,12689
client27441,43,1,5,1284
client9046,39,2,12,6608
client3870,42,1,25,1102
client34856,42,1,10,1862
client7880,42,1,14,1467
client1052,7,13,134,16233
client21793,19,2,6,7044
client14808,42,1,1,79
client34652,42,1,1,2499
client18765,42,1,2,528
client10276,7,2,12,7848
client31836,13,4,38,1308
client23322,2,4,47,6369
client5419,42,1,4,4264
client15061,42,1,2,778
client26627,17,3,22,6361
client30021,42,1,35,11229
client3212,35,2,3,490
client24310,42,1,8,28633
client9030,42,1,2,558
client39523,25,4,12,29919
client24457,25,2,9,6647
client42635,42,1,1,389
client4593,19,3,7,5789
client25575,42,1,6,4184
client5051,12,2,17,2654
client33792,42,1,3,903
client13757,42,1,2,281
client6629,25,2,12,416
client31878,42,1,4,1748
client15461,9,3,24,4581
client37007,42,1,7,3654
client13085,35,2,10,4317
client18018,11,11,109,16156
client36887,41,1,5,1285
client14883,25,3,16,5197
client39098,20,2,31,22441
client6530,41,1,2,929
client25161,41,1,19,2347
client1594,41,1,4,2412
client19971,41,1,9,921
client8426,26,2,5,2929
client11938,14,4,75,11527
client18825,41,1,8,3110
client5769,17,2,7,3113
client26834,37,2,14,79807
client28164,41,1,1,2499
client26258,12,4,22,10196
client41649,20,2,80,9346
client30580,41,1,11,6859
client2438,6,3,99,17883
client31641,21,2,15,4587
client18838,24,4,6,5654
client647,41,1,7,1633
client7913,41,1,6,6974
client25702,19,2,3,917
client13443,41,1,9,1059
client29682,41,1,14,1428
client36952,41,1,7,1327
client1501,40,2,6,794
client14192,41,1,10,2090
client24558,11,4,27,12601
client26698,41,1,4,906
client12286,41,1,7,759
client13855,41,1,1,55
client13929,41,1,16,4974
client33772,41,1,2,208
client12437,41,1,20,11871
client22975,41,1,7,1435
client38619,41,1,14,2912
client7416,41,1,5,2255
client25563,41,1,4,1020
client40262,20,3,13,3558
client12002,6,9,125,45914
client7654,37,4,36,8341
client26140,34,2,10,5880
client18458,18,4,29,1775
client6267,20,2,85,20805
client6627,40,2,8,1318
client36132,41,1,30,3337
client35851,7,4,18,4640
client33626,22,4,95,37915
client30174,40,1,52,4088
client19652,25,2,31,15173
client38860,30,3,44,7379
client33821,37,2,4,6566
client35020,40,1,4,1076
client33346,40,1,1,699
client17976,40,1,1,1900
client5783,40,1,3,2627
client14480,24,6,27,7186
client40382,40,1,2,198
client16299,40,1,1,339
client9292,14,2,19,1637
client39722,40,1,3,163
client15544,6,2,3,17388
client36137,26,2,28,3464
client26868,37,2,6,2494
client31582,40,1,2,38
client23889,18,4,38,7059
client30630,40,1,13,6028
client10784,40,1,10,5297
client16944,33,2,21,1009
client4839,40,1,7,4458
client215,40,1,3,7487
client30125,40,1,3,407
client39077,40,1,7,590
client18954,40,1,7,1119
client2202,40,1,5,5663
client10317,40,1,20,2480
client2411,40,1,26,12773
client1372,40,1,5,2987
client12995,8,5,24,5932
client19323,40,1,1,165
client4700,40,1,1,1699
client15519,40,1,2,152
client29623,37,2,83,25180
client3516,6,8,112,9498
client40125,14,3,47,11865
client706,24,5,45,19811
client39120,5,6,42,13453
client36922,40,1,13,2759
client6203,25,2,12,4604
client123,40,1,26,71493
client8932,34,2,8,6576
client29029,1,5,26,7214
client34160,6,6,209,49884
client42381,2,6,27,39636
client37883,40,1,4,1730
client15937,40,1,20,24822
client36796,39,1,15,10095
client18518,4,3,29,5695
client18278,32,2,18,11123
client31612,39,1,11,457
client6620,2,6,90,20015
client27343,39,1,1,29
client4623,39,1,8,3952
client42234,37,2,32,2786
client2423,8,3,65,9639
client30640,39,1,9,3735
client22661,6,6,23,8112
client7307,31,2,5,398
client8957,38,2,14,2836
client13920,5,6,20,15049
client25709,4,2,3,553
client4832,39,1,1,2599
client24518,35,2,22,3004
client630,39,1,6,624
client27847,10,5,44,3510
client37477,39,1,3,2977
client31625,1,5,32,41169
client2190,6,3,7,9322
client24982,39,1,20,2626
client20175,39,1,1,299
client38709,4,3,54,11404
client2359,39,1,3,4154
client18001,39,1,15,2891
client29840,39,1,1,2859
client40325,39,1,1,55
client11871,15,3,7,2394
client6216,7,4,34,6398
client261,2,4,17,16485
client18919,39,1,2,383
client29520,39,1,7,4133
client28374,39,1,12,8862
client36737,39,1,4,5276
client33963,39,1,14,1890
client9153,39,1,1,12990
client25322,2,4,20,8191
client41886,39,1,27,9728
client26799,1,9,201,27105
client29011,22,7,107,25661
client42169,26,2,49,31839
client1422,39,1,18,4796
client20349,38,1,8,4660
client25302,36,2,24,626
client2760,38,1,2,5198
client9358,24,2,4,13297
client2736,3,2,6,3512
client41110,1,8,51,19095
client10108,35,2,10,3443
client646,38,1,10,3995
client2814,38,1,1,6999
client32119,38,1,7,9225
client28810,38,1,1,699
client14671,38,1,13,5887
client29656,12,4,32,4128
client1126,38,1,3,1543
client27432,36,3,39,18178
client22048,25,2,30,6448
client16525,38,1,1,1599
client5542,38,1,3,2397
client11082,28,2,5,2894
client15990,38,1,5,1381
client33621,4,6,34,16438
client14828,6,2,2,9751
client20054,36,2,3,283
client18258,38,1,1,1553
client1525,38,1,9,531
client32471,9,2,13,1001
client13406,34,2,15,5597
client27915,38,1,6,1354
client15250,38,1,4,1376
client33930,38,1,10,1032
client16790,25,4,22,12976
client27945,10,2,28,4236
client11975,34,2,125,30723
client39114,38,1,8,1972
client19189,10,7,56,8360
client17397,4,4,16,2826
client20316,28,5,41,5499
client25806,10,12,89,23435
client4357,37,1,6,10084
client15777,37,1,2,588
client4716,37,1,18,1083
client38426,2,4,25,2682
client3595,37,1,7,1545
client16289,9,4,9,8061
client11882,37,1,1,4999
client33767,35,2,64,26971
client31965,37,1,5,3705
client2865,37,1,13,6707
client18358,5,11,138,31251
client23787,35,2,4,1066
client25520,37,1,1,2499
client40161,32,2,6,4784
client23333,37,1,3,1697
client33506,21,2,9,7397
client22938,7,5,27,21653
client36082,37,1,14,2886
client37340,37,1,10,1100
client36154,37,1,2,5998
client20486,37,1,15,4047
client35686,37,1,3,447
client20490,21,2,8,1642
client23911,37,1,6,1719
client25260,37,1,2,5748
client7955,37,1,21,2010
client18557,37,1,5,1348
client26633,37,1,4,1004
client1134,37,1,30,1772
client1848,37,1,2,314
client5385,37,1,5,1945
client41853,37,1,7,1215
client41074,37,1,9,6647
client34365,18,5,29,7016
client39270,5,14,147,23778
client14882,4,2,9,2219
client39775,36,1,1,2699
client16063,36,1,15,1718
client12543,11,6,235,43216
client39876,36,1,1,21990
client21395,6,2,15,1857
client16771,36,1,2,7998
client34666,36,1,2,5498
client29984,36,1,16,11180
client21620,36,1,22,4874
client4869,11,2,6,601
client33651,36,1,10,2290
client11489,36,1,2,494
client5541,36,1,13,4954
client17545,24,5,72,11422
client21338,5,5,32,3846
client30434,1,5,17,6667
client28820,23,3,6,1374
client51,36,1,2,118
client1232,8,4,20,7160
client2117,36,1,4,184
client33433,32,3,22,20093
client674,10,8,85,54930
client26124,36,1,19,2123
client7904,36,1,4,589
client8552,36,1,1,1199
client12705,36,1,6,6174
client8476,11,2,22,5284
client34390,13,2,4,2779
client38057,36,1,10,1002
client1674,36,1,1,45
client17045,36,1,18,8877
client42226,23,2,7,16993
client26095,33,2,4,945
client4286,15,3,73,21357
client14355,24,2,55,20833
client4744,36,1,26,2847
client5307,36,1,39,7483
client25585,36,1,2,898
client30465,5,6,38,8261
client4418,2,7,1376,92109
client3068,26,2,47,6143
client27263,35,1,11,8877
client9978,35,1,4,8663
client24569,35,1,11,1052
client13450,5,5,30,7172
client27099,33,2,4,19296
client28561,4,8,30,6379
client26344,35,1,4,3396
client32591,35,1,15,1818
client25035,5,3,3,1457
client9172,35,1,23,4522
client10180,35,1,11,9221
client36563,10,5,27,6633
client21505,1,6,40,11776
client15715,10,2,3,3117
client31174,25,2,111,15709
client30173,35,1,5,5701
client9923,31,2,12,3258
client27706,35,1,7,6733
client26803,35,1,3,183
client32302,35,1,10,1890
client10756,35,1,1,5799
client36548,35,1,1,5999
client21566,35,1,14,3026
client16022,35,1,3,667
client27474,2,7,30,2872
client17987,3,6,38,6269
client572,35,1,1,7999
client19071,35,1,6,54533
client32687,11,5,66,27854
client8668,35,1,16,16830
client362,34,2,2,698
client4594,25,4,58,16564
client31310,24,2,5,2765
client19670,34,1,1,5999
client467,10,2,15,3605
client42086,34,1,1,5999
client18028,6,2,16,2384
client22964,19,5,19,13069
client15512,6,3,10,2260
client22624,34,1,19,10469
client18286,32,2,22,4157
client29802,34,1,23,5017
client30752,34,1,5,1455
client21583,23,3,9,1074
client6767,34,1,6,614
client8414,24,2,25,2547
client14911,9,2,13,1263
client20246,18,2,4,808
client12053,34,1,12,5668
client3268,34,1,4,11167
client29024,6,2,3,703
client36294,34,1,3,2187
client21052,3,3,8,5573
client21234,34,1,1,149
client42331,7,4,43,13436
client39531,34,1,4,772
client3179,11,3,23,9002
client5197,34,1,7,1683
client8267,34,1,6,1074
client31704,19,3,23,10218
client2043,34,1,2,2198
client9152,1,3,11,6346
client7075,34,1,14,956
client37166,34,1,7,2445
client13307,34,1,1,16690
client36917,34,1,30,13302
client23329,33,2,10,72142
client29504,11,2,7,1523
client3439,34,1,16,3079
client40160,13,6,37,4962
client16966,2,2,6,679
client10356,33,1,16,1922
client42196,33,1,1,7499
client13573,33,1,3,217
client37939,19,3,27,8693
client33783,6,6,156,16306
client28403,33,1,1,129
client37148,33,1,1,193
client35798,33,1,5,789
client7723,33,1,8,942
client13941,33,1,5,1381
client3169,26,2,6,1526
client22878,33,1,19,2386
client36716,33,1,5,1228
client29778,33,1,5,2936
client13290,33,1,3,447
client39294,8,8,127,35240
client7875,33,1,10,1790
client28332,33,1,3,633
client15873,33,1,37,4337
client38768,33,1,1,152
client31991,33,1,2,2068
client13214,4,9,99,16998
client37172,33,1,4,5638
client30883,17,2,4,36587
client27109,33,1,1,189
client19715,33,1,4,1166
client25774,33,1,6,1460
client14376,33,1,37,4268
client20382,27,2,4,4872
client13433,9,3,13,8127
client31099,1,14,78,10428
client21769,33,1,7,323
client22052,5,4,31,2926
client39079,33,1,2,228
client41597,33,1,4,366
client22009,33,1,1,3499
client40061,13,3,9,2533
client13832,6,3,30,3604
client9320,33,1,3,611
client9792,25,2,35,5815
client6973,33,1,4,185
client39101,33,1,11,6112
client7525,33,1,13,2672
client24732,33,1,8,750
client36379,3,3,15,2483
client37818,33,1,5,10159
client4334,13,4,18,5358
client10804,15,2,6,7582
client12325,33,1,2,5248
client1157,33,1,4,1172
client36482,33,1,8,12615
client30551,33,1,4,3933
client24001,15,2,22,11296
client3115,29,2,45,29707
client451,33,1,13,3653
client21978,33,1,26,24866
client37001,33,1,3,1237
client32486,33,1,3,1953
client17558,5,3,52,18261
client21574,2,6,82,45840
client33045,33,1,9,3393
client32986,33,1,6,1014
client25064,33,1,6,4118
client38604,32,1,1,5699
client18946,12,2,9,1029
client39596,32,1,2,6158
client9356,32,1,1,1999
client9614,32,1,31,3759
client28544,32,1,12,3058
client7962,32,1,2,3048
client35229,3,5,52,27366
client32257,14,3,28,4985
client7529,17,2,83,3058
client33965,32,1,1,1499
client5264,32,1,5,1555
client40130,18,3,49,12429
client21781,32,1,4,1366
client5087,32,1,22,12951
client35953,16,2,18,9688
client28828,32,1,2,5651
client30629,32,1,4,1928
client16997,32,1,1,55
client28900,24,2,8,4200
client5712,9,3,23,1809
client5241,31,2,10,1760
client14780,7,4,31,36265
client12708,32,1,13,9131
client30438,32,1,11,1813
client15332,32,1,10,3496
client26679,32,1,29,3091
client7752,32,1,1,425
client3602,21,2,22,15547
client27957,21,2,44,12645
client21347,25,2,8,3062
client15153,32,1,5,3335
client40897,32,1,8,1172
client36866,11,2,24,11907
client26458,1,4,26,5533
client14271,32,1,11,2095
client22094,11,3,25,28047
client19759,32,1,7,1039
client3869,7,6,35,9767
client22390,32,1,2,83
client40825,32,1,2,1198
client8081,32,1,17,2093
client42416,5,3,45,7895
client33611,28,2,12,1519
client22522,32,1,4,3436
client20464,32,1,7,1173
client942,19,3,21,10573
client3404,28,3,46,11284
client35503,30,2,3,16034
client1491,32,1,1,4190
client10454,32,1,55,1455
client35842,32,1,18,16914
client8265,32,1,1,499
client34909,32,1,8,2600
client38804,28,2,37,6479
client19508,23,3,37,3008
client22074,4,8,96,30170
client28563,16,9,40,11148
client3978,31,1,3,567
client3134,31,1,1,2065
client7637,31,1,8,1365
client29298,31,1,2,1331
client13442,31,1,9,1982
client36521,31,1,35,14083
client40519,31,1,4,9402
client15743,31,1,1,299
client15422,31,1,12,4906
client28711,17,2,6,1656
client14963,31,1,4,1396
client9705,8,6,56,4292
client27689,31,1,17,4713
client27318,31,1,1,145
client18291,31,1,13,2231
client16011,31,1,15,1251
client13955,24,2,2,2798
client41381,31,1,9,4871
client42557,14,2,4,386
client7007,31,1,1,12
client35102,31,1,10,1098
client4907,31,1,3,15688
client17535,29,2,27,4471
client16257,31,1,25,1741
client22654,31,1,1,4299
client5915,31,1,18,5386
client17826,31,1,31,1649
client20031,31,1,6,8254
client2936,31,1,19,3861
client27978,31,1,6,4194
client1205,31,1,2,192
client20018,31,1,47,8987
client40182,30,1,2,230
client12600,28,2,4,11496
client33999,30,1,3,103
client36534,16,3,73,15389
client34852,30,1,3,1409
client31210,30,1,5,7695
client14066,30,1,3,9397
client41153,30,1,2,1398
client18713,21,2,16,2302
client22427,30,1,25,1790
client13902,30,1,5,1023
client41550,30,1,1,629
client8769,30,1,1,1699
client35723,8,2,11,1425
client1100,30,1,4,4896
client34640,30,1,1,3855
client31469,30,1,2,198
client16191,15,2,13,3993
client17950,5,2,10,8817
client12869,5,8,47,26311
client1162,12,6,38,23887
client30136,30,1,1,2699
client5828,30,1,2,1348
client26989,30,1,4,356
client23836,30,1,1,159
client20770,16,7,53,11359
client13253,30,1,1,55
client25744,30,1,55,45071
client10800,30,1,6,28627
client11960,30,1,5,389
client26192,8,2,16,5139
client22334,8,2,3,1757
client8405,6,4,39,5273
client36414,29,1,32,2681
client34759,2,9,74,21200
client14965,29,1,6,1090
client17219,20,2,13,1827
client37976,1,11,40,6822
client28477,27,2,4,3036
client6840,29,1,11,3665
client5399,22,2,27,3143
client16133,29,1,10,1736
client5450,29,1,2,2898
client38237,29,1,6,412
client2023,29,1,1,299
client34295,7,3,5,8336
client22629,8,3,9,1105
client497,29,1,2,7198
client40502,29,1,6,2516
client20032,29,1,26,1863
client16440,29,1,20,1665
client7346,13,3,60,6163
client8318,29,1,4,432
client36814,11,2,3,4197
client22715,26,2,3,3327
client7929,29,1,1,149
client37609,16,3,1583,105775
client32278,29,1,4,3686
client14455,29,1,1,8799
client39729,29,1,11,2169
client33372,29,1,23,11923
client28082,2,2,23,31668
client31578,29,1,1,299
client34398,29,1,8,9438
client15927,29,1,10,1490
client2734,29,1,4,1646
client27763,29,1,9,1053
client33249,29,1,2,798
client16123,6,4,241,37652
client7009,25,3,16,27956
client30847,29,1,27,5885
client14280,29,1,1,1093
client4972,21,4,15,11887
client11974,1,5,50,3919
client12950,29,1,17,11479
client36593,28,1,2,778
client4768,7,2,5,5716
client30821,28,1,2,318
client16176,28,1,3,6388
client4911,28,1,1,10990
client5117,7,3,38,23377
client35694,27,2,13,2047
client37576,21,2,18,1708
client36800,28,1,3,1067
client20352,28,1,1,1599
client15004,16,2,19,11171
client13754,20,2,4,19588
client28949,12,5,37,9202
client37493,28,1,9,377
client40976,28,1,2,158
client19121,28,1,29,23988
client37660,28,1,16,1574
client40197,28,1,2,2458
client9471,28,1,5,3945
client42283,28,1,2,238
client20682,28,1,6,8866
client17783,6,3,195,64201
client25166,12,3,69,33351
client30453,23,2,27,3393
client39852,2,4,25,4981
client40679,1,3,24,9278
client37321,10,2,5,19176
client7190,10,2,20,4225
client16194,4,4,25,3491
client28851,17,2,14,6779
client20853,27,1,10,2256
client7372,27,1,2,258
client37269,12,2,3,1098
client15863,27,1,5,765
client6355,10,4,59,6320
